Unexplained	Tissue	Phylogeny	genes	rank
19.1690273843248	24.3626062322946	56.4683663833806	Spic	7386
13.5931558935361	29.9429657794677	56.4638783269962	BC017643	7387
35.0966429298067	8.44354018311292	56.4598168870804	Amigo3	7388
3.25534079348932	40.2848423194303	56.4598168870804	Ddx47	7389
26.3319672131148	17.2131147540984	56.4549180327869	Tpcn2	7390
1.99370409233998	41.5529905561385	56.4533053515215	Zfp385a	7391
3.67383512544803	39.8745519713262	56.4516129032258	Mapre3	7392
3.01455301455301	40.5405405405405	56.4449064449064	Trim30b	7393
33.9604891815616	9.59548447789276	56.4440263405456	Camk1g	7394
43.5564435564436	0	56.4435564435564	Pabpc1l	7395
30.68669527897	12.8755364806867	56.4377682403434	Ice1	7396
33.5359675785208	10.0303951367781	56.4336372847011	AI506816	7397
39.9232245681382	3.6468330134357	56.4299424184261	Rce1	7398
43.5823754789272	0	56.4176245210728	Ptpn20	7399
29.6934865900383	13.8888888888889	56.4176245210728	Pwp1	7400
10.9481915933529	32.6490713587488	56.4027370478983	H2-Q1	7401
14.0176600441501	29.5805739514349	56.401766004415	Gsdmd	7402
0.843881856540085	42.7566807313643	56.3994374120956	Irf5	7403
30.0196850393701	13.5826771653543	56.3976377952756	Endod1	7404
6.14478114478114	37.4579124579125	56.3973063973064	Hectd1	7405
32.1296296296296	11.4814814814815	56.3888888888889	Fam57a	7406
20.3856749311295	23.2323232323232	56.3820018365473	Kif1c	7407
43.6179981634527	0	56.3820018365473	Trhde	7408
14.6341463414634	28.9972899728997	56.3685636856369	B4galt4	7409
35.0444225074038	8.5883514313919	56.3672260612043	Gnpnat1	7410
7.53246753246753	36.1038961038961	56.3636363636364	Stx7	7411
11.0910730387737	32.5518485121731	56.3570784490532	Haus5	7412
0	43.6440677966102	56.3559322033898	Ttc39b	7413
10.0635593220339	33.5805084745763	56.3559322033898	Gpr108	7414
28.3369803063457	15.3172866520788	56.3457330415755	Setd5	7415
5.63380281690141	38.0281690140845	56.3380281690141	Cpne2	7416
29.7786720321932	13.8832997987928	56.3380281690141	Vrk2	7417
16.40625	27.2569444444444	56.3368055555556	Sfxn1	7418
43.6645396536007	0	56.3354603463993	Nxph2	7419
43.6660268714012	0	56.3339731285988	Mrpl4	7420
5.41284403669725	38.256880733945	56.3302752293578	Id1	7421
24.0663900414938	19.6058091286307	56.3278008298755	Trim39	7422
14.4052044609665	29.275092936803	56.3197026022305	Echdc3	7423
36.9281045751634	6.75381263616558	56.318082788671	Rps15a-ps4	7424
4.40744368266405	39.2752203721841	56.3173359451518	Borcs6	7425
26.6903914590747	16.9928825622776	56.3167259786477	Zfp78	7426
35.2406902815622	8.44686648501362	56.3124432334242	Grm5	7427
0	43.6884512085945	56.3115487914055	Cpne7	7428
7.63569457221711	36.0625574977001	56.3017479300828	Arhgap31	7429
29.369918699187	14.3292682926829	56.3008130081301	Sssca1	7430
31.5081652257445	12.1998078770413	56.2920268972142	Mapk1ip1	7431
43.2220039292731	0.491159135559921	56.286836935167	Stap2	7432
27.852998065764	15.8607350096712	56.2862669245648	Entpd7	7433
43.7137330754352	0	56.2862669245648	Mcts1	7434
13.6874361593463	30.0306435137896	56.2819203268641	Cherp	7435
15.7238734419942	27.9961649089166	56.2799616490892	Tmem26	7436
0	43.7352245862884	56.2647754137116	Tm6sf1	7437
5.79439252336449	37.9439252336449	56.2616822429907	Ipo9	7438
1.38121546961326	42.3572744014733	56.2615101289134	Golm1	7439
27.0833333333333	16.6666666666667	56.25	Dtd2	7440
0	43.7597503900156	56.2402496099844	Farp1	7441
43.767572633552	0	56.232427366448	Slc10a5	7442
34.6336822074215	9.13415794481446	56.232159847764	Fbn1	7443
0	43.7685459940653	56.2314540059347	Klrg1	7444
11.8686868686869	31.9023569023569	56.2289562289562	Atg5	7445
7.44897959183673	36.3265306122449	56.2244897959184	Degs2	7446
0	43.7802907915994	56.2197092084006	Tnf	7447
35.3513513513514	8.43243243243243	56.2162162162162	Etaa1os	7448
23.8049713193117	19.980879541109	56.2141491395793	Zfp458	7449
26.3313609467456	17.4556213017751	56.2130177514793	3110082I17Rik	7450
0	43.7935843793584	56.2064156206416	Xylt1	7451
18.9189189189189	24.8807631160572	56.2003179650238	Eid1	7452
43.8040345821326	0	56.1959654178674	Gm11992	7453
17.2958735733099	26.5144863915716	56.1896400351185	Calm1	7454
33.1721470019342	10.6382978723404	56.1895551257253	Fam132b	7455
0	43.8133874239351	56.1866125760649	Sord	7456
14.151747655584	29.6675191815857	56.1807331628304	Chd3os	7457
23.3879781420765	20.4371584699454	56.1748633879781	Kcnj2	7458
14.1376060320452	29.688972667295	56.1734213006598	Nfatc1	7459
20.3499079189687	23.4806629834254	56.1694290976059	Vezt	7460
23.8578680203046	20	56.1421319796954	Ap4b1	7461
40.990099009901	2.87128712871287	56.1386138613861	Ctrl	7462
29.8342541436464	14.0331491712707	56.1325966850829	Usp24	7463
8.45665961945032	35.4122621564482	56.1310782241015	Stat5b	7464
16.6212534059946	27.2479564032698	56.1307901907357	Mlh1	7465
32.27969348659	11.5900383141762	56.1302681992337	Ptchd1	7466
0	43.8709677419355	56.1290322580645	Cd24a	7467
0	43.8709677419355	56.1290322580645	Rab44	7468
13.0434782608696	30.8300395256917	56.1264822134387	Ap5z1	7469
1.73761946133797	42.1372719374457	56.1251086012163	Mdh1	7470
43.8786565547129	0	56.1213434452871	Zfp108	7471
38.407960199005	5.4726368159204	56.1194029850746	Gm4349	7472
0	43.8815276695246	56.1184723304755	Kifc3	7473
17.7215189873418	26.1603375527426	56.1181434599156	Rangap1	7474
11.5232833464878	32.3599052880821	56.1168113654302	Dppa3	7475
43.8834951456311	0	56.1165048543689	Ahsa2	7476
43.8877755511022	0	56.1122244488978	Atxn2	7477
0	43.8882421420256	56.1117578579744	Adam15	7478
14.1271442986882	29.7679112008073	56.1049445005045	Ndel1	7479
37.6537369914853	6.24408703878903	56.1021759697256	Bcas3os1	7480
43.9000960614793	0	56.0999039385207	1810022K09Rik	7481
18.1146025878004	25.7855822550832	56.0998151571165	Fam131a	7482
41.5238095238095	2.38095238095238	56.0952380952381	Fbxo32	7483
42.0696324951644	1.83752417794971	56.0928433268859	Mon1b	7484
19.6825396825397	24.2328042328042	56.0846560846561	Map3k12	7485
20.2578268876611	23.6648250460405	56.0773480662983	Suclg1	7486
0.230769230769231	43.6923076923077	56.0769230769231	Aim2	7487
32.6086956521739	11.3224637681159	56.0688405797101	Gpr12	7488
6.90298507462686	37.0335820895522	56.0634328358209	Gab3	7489
25.3303964757709	18.6123348017621	56.057268722467	Tmco4	7490
7.24206349206349	36.7063492063492	56.0515873015873	Ssh3	7491
12.6093294460641	31.3411078717201	56.0495626822158	Abcc4	7492
35.7277882797732	8.22306238185255	56.0491493383743	Ccr3	7493
30.4471931493815	13.5109419600381	56.0418648905804	Ano8	7494
0	43.9586645468998	56.0413354531002	Ccdc107	7495
16.3285024154589	27.6328502415459	56.0386473429952	Mmgt1	7496
0	43.9635535307517	56.0364464692483	Phactr1	7497
9.91167811579981	34.0529931305201	56.0353287536801	Tcf7l2	7498
27.6923076923077	16.2820512820513	56.025641025641	Snx11	7499
34.8258706467662	9.15422885572139	56.0199004975124	Rnaseh2a	7500
21.301775147929	22.6824457593688	56.0157790927022	Arid4b	7501
6.93391115926327	37.0530877573131	56.0130010834236	Slc15a4	7502
8.11339198435973	35.8748778103617	56.0117302052786	Leo1	7503
11.4478114478114	32.5476992143659	56.0044893378227	Fndc3b	7504
0	43.9956331877729	56.0043668122271	Srxn1	7505
41.9291338582677	2.06692913385827	56.003937007874	Coa6	7506
31.3777777777778	12.6222222222222	56	Adgra2	7507
14.5531914893617	29.4468085106383	56	Cenpl	7508
20	24	56	Ece2	7509
10.6976744186047	33.3023255813954	56	Tdp1	7510
0	44.0065681444992	55.9934318555008	2310001H17Rik	7511
44.0119760479042	0	55.9880239520958	Gsk3b	7512
9.74903474903475	34.2664092664093	55.984555984556	Marcks	7513
9.95162404975812	34.0704906703524	55.9778852798894	Oas3	7514
34.6613545816733	9.36254980079681	55.9760956175299	Pllp	7515
28.0898876404494	15.9346271705822	55.9754851889683	Nelfb	7516
33.3692142088267	10.6566200215285	55.9741657696448	5430405H02Rik	7517
23.5932872655479	20.4343534057256	55.9723593287266	Tomm20	7518
28.765690376569	15.2719665271967	55.9623430962343	Ighmbp2	7519
43.8438438438438	0.2002002002002	55.955955955956	2310010J17Rik	7520
38.8737511353315	5.17711171662125	55.9491371480472	Uqcc2	7521
44.0537745604964	0	55.9462254395036	Inpp5k	7522
0	44.0552995391705	55.9447004608295	Noct	7523
35.3465346534653	8.71287128712871	55.9405940594059	Heatr5b	7524
28.5144566301097	15.5533399800598	55.9322033898305	Hist1h2ai	7525
43.8842203548086	0.186741363211951	55.9290382819795	9330199G10Rik	7526
6.61070304302204	37.4606505771249	55.9286463798531	Metap2	7527
8.01393728222997	36.0627177700348	55.9233449477352	Brd7	7528
28.1954887218045	15.8834586466165	55.9210526315789	Zfp937	7529
0	44.097807757167	55.9021922428331	Fam73a	7530
19.9451052150046	24.1537053979872	55.9011893870082	Dync1li1	7531
31.4736842105263	12.6315789473684	55.8947368421053	Slc29a1	7532
0	44.1111923920995	55.8888076079005	Tor1aip2	7533
0	44.1151566469094	55.8848433530906	Grk6	7534
9.60768614891914	34.5076060848679	55.884707766213	Parpbp	7535
5.3475935828877	38.7700534759358	55.8823529411765	Blmh	7536
36.5537848605578	7.56972111553785	55.8764940239044	Exosc8	7537
9.96884735202492	34.1640706126687	55.8670820353063	Msh2	7538
0	44.1368078175896	55.8631921824104	Hs1bp3	7539
35.2716873212583	8.86558627264061	55.862726406101	Gm10791	7540
26.9681742043551	17.1691792294807	55.8626465661642	Ndufb2	7541
30.9946714031972	13.1438721136767	55.8614564831261	Ucp2	7542
44.1386340468909	0	55.8613659531091	Csnk2b	7543
0	44.1485068603713	55.8514931396287	Gm13807	7544
0	44.1595441595442	55.8404558404558	Cldn9	7545
42.9383886255924	1.23222748815166	55.8293838862559	4921507P07Rik	7546
23.6043095004897	20.5680705190989	55.8276199804114	Psmb1	7547
21.4840379637619	22.6919758412425	55.8239861949957	Slc15a2	7548
2.88557213930348	41.2935323383085	55.8208955223881	2610020H08Rik	7549
0	44.1860465116279	55.8139534883721	Tiam1	7550
34.7742555235351	9.41402497598463	55.8117195004803	BC005624	7551
36.4173228346457	7.7755905511811	55.8070866141732	Lpp	7552
24.438202247191	19.7565543071161	55.8052434456929	Sgpp1	7553
44.1983122362869	0	55.8016877637131	Lsm4	7554
17.7716390423573	26.427255985267	55.8011049723757	Map9	7555
40.2298850574713	3.97074190177638	55.7993730407524	Greb1l	7556
7.15953307392996	37.0428015564202	55.7976653696498	Sh3bgrl2	7557
26.5010351966874	17.7018633540373	55.7971014492754	Hsp90aa1	7558
25.73402417962	18.4801381692573	55.7858376511226	Ppp1r3fos	7559
36.7717287488061	7.44985673352436	55.7784145176695	Gm1943	7560
19.8844884488449	24.3399339933993	55.7755775577558	Cox20	7561
44.2270058708415	0	55.7729941291585	Plppr2	7562
2.67094017094017	41.5598290598291	55.7692307692308	F630028O10Rik	7563
19.3029490616622	24.9329758713137	55.7640750670241	Aph1c	7564
14.8	29.44	55.76	4931406P16Rik	7565
23.2032854209446	21.047227926078	55.7494866529774	Tmem87a	7566
3.18840579710145	41.0628019323672	55.7487922705314	Cd83	7567
33.1221719457014	11.131221719457	55.7466063348416	Rps27a	7568
16.6097838452787	27.6450511945392	55.745164960182	Ociad2	7569
18.5810810810811	25.6756756756757	55.7432432432432	Thoc6	7570
0	44.2639593908629	55.736040609137	Smagp	7571
10.6239460370995	33.6424957841484	55.7335581787521	Ccdc120	7572
44.2675159235669	0	55.7324840764331	Exoc1	7573
30.1941747572816	14.0776699029126	55.7281553398058	Txnl1	7574
26.096256684492	18.1818181818182	55.7219251336898	Pole4	7575
0	44.2953020134228	55.7046979865772	Hsbp1l1	7576
22.5025227043391	21.7961654894046	55.7013118062563	Psmd12	7577
44.2990654205608	0	55.7009345794393	Tmed9	7578
37.9746835443038	6.32911392405063	55.6962025316456	Mrpl20	7579
44.3130118289354	0	55.6869881710646	1700007G11Rik	7580
42.4684159378037	1.84645286686103	55.6851311953353	Itga9	7581
7.77453838678329	36.5403304178814	55.6851311953353	Nlrp10	7582
13.5211267605634	30.7981220657277	55.6807511737089	Eapp	7583
14.8743718592965	29.4472361809045	55.678391959799	Supt16	7584
0	44.3315089913995	55.6684910086005	Syne1	7585
0	44.3403590944575	55.6596409055426	Rhou	7586
22.7969348659004	21.551724137931	55.6513409961686	Gyltl1b	7587
44.349477682811	0	55.650522317189	Pcdhgb4	7588
15.7943067033976	28.5583103764922	55.6473829201102	Ube2d1	7589
44.359464627151	0	55.6405353728489	Aars	7590
16.5943600867679	27.765726681128	55.6399132321041	Rapgef4	7591
29.8792756539235	14.486921529175	55.6338028169014	Samd10	7592
26.4298093587522	17.9376083188908	55.632582322357	2810408I11Rik	7593
21.7674418604651	22.6046511627907	55.6279069767442	Adck4	7594
19.8738170347003	24.5005257623554	55.6256572029443	Sec24c	7595
6.23100303951368	38.145896656535	55.6231003039514	Gprc5a	7596
13.7418755803157	30.6406685236769	55.6174558960074	Rragb	7597
34.6118721461187	9.7716894977169	55.6164383561644	Pyroxd1	7598
0	44.3877551020408	55.6122448979592	Dok3	7599
18.6372745490982	25.751503006012	55.6112224448898	Smek1	7600
44.1906653426018	0.198609731876862	55.6107249255213	Tatdn3	7601
33.3655705996132	11.0251450676983	55.6092843326886	Gnl3	7602
6.39367816091954	38.0028735632184	55.6034482758621	Jarid2	7603
44.400396432111	0	55.599603567889	Rpp40	7604
10.4640582347589	33.9399454049136	55.5959963603276	Zfp654	7605
18.1497797356828	26.2555066079295	55.5947136563877	Adi1	7606
33.5699797160243	10.8519269776876	55.578093306288	Zdhhc24	7607
14.4329896907217	29.9906279287723	55.5763823805061	Arl6ip4	7608
39.0538033395176	5.38033395176252	55.5658627087198	Stamos	7609
3.19343065693431	41.2408759124088	55.5656934306569	Mmgt2	7610
13.1313131313131	31.3131313131313	55.5555555555556	Wdr76	7611
0	44.4552529182879	55.5447470817121	Ms4a6b	7612
44.4553483807655	0	55.5446516192345	Sprr1b	7613
0	44.4572748267898	55.5427251732102	Pam	7614
1.38211382113821	43.0894308943089	55.5284552845528	Hmgn1	7615
3.05280528052805	41.4191419141914	55.5280528052805	Neto2	7616
10.6440677966102	33.8305084745763	55.5254237288136	Pcx	7617
19.2449355432781	25.2302025782689	55.524861878453	L3mbtl3	7618
0	44.4765342960289	55.5234657039711	Rragc	7619
5.04731861198738	39.4321766561514	55.5205047318612	Exog	7620
33.6184773310522	10.8639863130881	55.5175363558597	Hmx3	7621
14.179796107507	30.3058387395737	55.5143651529194	Zfp330	7622
6.46651270207852	38.0292532717475	55.504234026174	Ldah	7623
23.9532619279455	20.5452775073028	55.5014605647517	Banf1	7624
9.688013136289	34.8111658456486	55.5008210180624	Gtf2e1	7625
1.15774240231548	43.342981186686	55.4992764109986	Slc26a11	7626
0	44.5063694267516	55.4936305732484	Gprc5b	7627
44.5141065830721	0	55.4858934169279	Pgm2l1	7628
0	44.5141065830721	55.4858934169279	Prtn3	7629
38.7066541705717	5.81068416119963	55.4826616682287	Sar1b	7630
44.5205479452055	0	55.4794520547945	Zfp451	7631
15.4553817847286	29.0708371665133	55.4737810487581	Trim12c	7632
43.9957492029756	0.53134962805526	55.4729011689692	Crip3	7633
20.5985915492958	23.943661971831	55.4577464788732	Mefv	7634
16.8213457076566	27.7262180974478	55.4524361948956	Prps2	7635
41.2523020257827	3.31491712707182	55.4327808471455	Psma7	7636
44.3798449612403	0.193798449612403	55.4263565891473	Gm11532	7637
25.8382642998028	18.7376725838264	55.4240631163708	Atad3aos	7638
38.3272058823529	6.25	55.4227941176471	Kera	7639
18.6165670367208	25.9607173356106	55.4227156276687	Doc2g	7640
20.6039076376554	23.9786856127886	55.4174067495559	Dnal1	7641
9.65853658536586	34.9268292682927	55.4146341463415	Tacc2	7642
10.2591792656587	34.341252699784	55.3995680345572	Ints7	7643
22.0880069025022	22.5194132873167	55.3925798101812	Lrrc45	7644
44.6092977250247	0	55.3907022749753	Tfcp2	7645
20.8588957055215	23.7510955302366	55.3900087642419	Elk1	7646
0	44.6107784431138	55.3892215568862	Mvb12b	7647
13.536701620591	31.0772163965682	55.3860819828408	Aldh18a1	7648
27.5460717749758	17.0708050436469	55.3831231813773	Haus1	7649
19.4085027726433	25.2310536044362	55.3604436229205	Gas5	7650
0	44.6408839779006	55.3591160220994	Plek	7651
28.4722222222222	16.1706349206349	55.3571428571429	Pdp1	7652
38.6278195488722	6.01503759398496	55.3571428571428	Zswim4	7653
22.3292469352014	22.3292469352014	55.3415061295972	Chmp4b	7654
20.3285420944559	24.3326488706366	55.3388090349076	Lxn	7655
16.796875	27.8645833333333	55.3385416666667	Rab32	7656
5.38687561214496	39.2752203721841	55.3379040156709	Ier5	7657
10.7600341588386	33.9026473099915	55.3373185311699	Rpl7l1	7658
1.2464046021093	43.4324065196548	55.3211888782359	Pkn1	7659
32.5559701492537	12.1268656716418	55.3171641791045	Mis12	7660
16.7901234567901	27.9012345679012	55.3086419753086	Pabpc1	7661
22.1428571428571	22.5510204081633	55.3061224489796	Gm17296	7662
40.4966571155683	4.20248328557784	55.3008595988539	Lrrc29	7663
21.3644524236984	23.3393177737882	55.2962298025135	Flii	7664
30.4308797127469	14.2728904847397	55.2962298025135	Ppa2	7665
4.95468277945619	39.7583081570997	55.2870090634441	Cfap206	7666
0.324675324675325	44.3993506493507	55.275974025974	Gbe1	7667
3.828197945845	40.8963585434174	55.2754435107376	5033406O09Rik	7668
1.12923462986198	43.6010037641154	55.2697616060226	Trmo	7669
6.59498207885305	38.1362007168459	55.2688172043011	Tsacc	7670
37.956204379562	6.77789363920751	55.2659019812304	Gmppb	7671
15.1371807000946	29.6121097445601	55.2507095553453	Btnl9	7672
18.2247403210576	26.5344664778093	55.2407932011331	Crtc1	7673
34.6617238183503	10.1019462465246	55.2363299351251	Ptms	7674
20.4672897196262	24.2990654205607	55.2336448598131	Prdm15	7675
28.1442392260334	16.622691292876	55.2330694810906	Pank2	7676
17.3534072900158	27.4167987321712	55.229793977813	Gm4841	7677
16.0616061606161	28.7128712871287	55.2255225522552	Prrc2b	7678
10.9251968503937	33.8582677165354	55.2165354330709	Rbmxl1	7679
44.7846889952153	0	55.2153110047847	BC048403	7680
6.88995215311005	37.8947368421053	55.2153110047847	Dnajc14	7681
18.0136319376826	26.7770204479065	55.2093476144109	Strada	7682
6.25	38.5416666666667	55.2083333333333	Ppp5c	7683
36.9888475836431	7.80669144981413	55.2044609665427	Tecpr2	7684
26.0543580131209	18.7441424554827	55.2014995313964	Hdgf	7685
43.4223541048467	1.38476755687438	55.1928783382789	Llph	7686
10.5348460291734	34.2787682333874	55.1863857374392	Lsm14b	7687
29.3785310734463	15.4425612052731	55.1789077212806	Ppan	7688
11.8049615055603	33.0196749358426	55.1753635585971	Capn7	7689
15.6826568265683	29.1512915129151	55.1660516605166	Cct5	7690
9.39907550077042	35.4391371340524	55.1617873651772	Dusp12	7691
17.5257731958763	27.319587628866	55.1546391752577	Bbip1	7692
42.2954303931987	2.55047821466525	55.154091392136	Csnk2a2	7693
15.6698564593301	29.1866028708134	55.1435406698565	Chd7	7694
44.8571428571429	0	55.1428571428571	Colec10	7695
25.4562920268972	19.40441882805	55.1392891450528	Nlrp1b	7696
21.9604147031103	22.9029217719133	55.1366635249764	Ccdc73	7697
5.60810810810811	39.2567567567568	55.1351351351351	Cdk5r1	7698
0	44.8683015440509	55.1316984559491	Dcaf15	7699
44.8780487804878	0	55.1219512195122	Mob4	7700
12.3469387755102	32.5510204081633	55.1020408163265	Esf1	7701
28.2507015902713	16.6510757717493	55.0982226379794	2410002F23Rik	7702
0	44.9020931802836	55.0979068197164	Arhgef10	7703
0	44.9033977348434	55.0966022651566	Dclre1b	7704
35.0961538461538	9.80769230769231	55.0961538461538	Gm18409	7705
31.5889628924834	13.3206470028544	55.0903901046622	Rab11b	7706
20.7142857142857	24.1964285714286	55.0892857142857	Zfand1	7707
5.95703125	38.96484375	55.078125	Jmjd4	7708
0	44.9233016800584	55.0766983199416	Otud7b	7709
3.02375809935205	41.9006479481641	55.0755939524838	Chchd3	7710
16.7304015296367	28.2026768642447	55.0669216061186	Clcn2	7711
44.9343339587242	0	55.0656660412758	Ccdc96	7712
7.0995670995671	37.8354978354978	55.0649350649351	Slc39a4	7713
0	44.9362340585146	55.0637659414854	Anxa2	7714
36.3095238095238	8.63095238095238	55.0595238095238	Tle4	7715
6.71206225680934	38.2295719844358	55.0583657587549	Gm15417	7716
44.942748091603	0	55.0572519083969	Rplp2	7717
34.2189160467588	10.7332624867163	55.047821466525	Sesn2	7718
0	44.9534161490683	55.0465838509317	Eif3h	7719
25.0259605399792	19.9376947040498	55.0363447559709	Oxr1	7720
20.3616352201258	24.6069182389937	55.0314465408805	Slco1c1	7721
27.7511961722488	17.2248803827751	55.0239234449761	Gid4	7722
6.62393162393162	38.3547008547009	55.0213675213675	Fam188b	7723
25.6756756756757	19.3050193050193	55.019305019305	Klhl28	7724
33.7160751565762	11.2734864300626	55.0104384133612	Lamb3	7725
44.9950445986125	0	55.0049554013875	Smyd5	7726
0	44.9961210240496	55.0038789759504	Dnah6	7727
45	0	55	Rd3l	7728
8.92337536372454	36.0814742967992	54.9951503394762	Ahctf1	7729
26.7379679144385	18.270944741533	54.9910873440285	Cops5	7730
17.3596673596674	27.6507276507277	54.989604989605	Pitx2	7731
22.885032537961	22.1258134490239	54.9891540130152	Casp8ap2	7732
45.0151057401813	0	54.9848942598187	Gm5535	7733
41.576354679803	3.44827586206897	54.9753694581281	Rnf223	7734
26.2026612077789	18.8331627430911	54.96417604913	Camk2b	7735
45.0396825396825	0	54.9603174603175	Map6d1	7736
0.413223140495868	44.6280991735537	54.9586776859504	Kif21b	7737
27.0066100094429	18.0358829084042	54.957507082153	Apol10b	7738
24.0285487708168	21.01506740682	54.9563838223632	Ulk2	7739
2.11685012701101	42.9297205757832	54.9534292972058	A230072C01Rik	7740
26.2971698113208	18.75	54.9528301886792	Hnf4a	7741
45.049504950495	0	54.950495049505	Golga4	7742
7.4468085106383	37.6208897485493	54.9323017408124	Colgalt1	7743
45.0757575757576	0	54.9242424242424	Chrnb4	7744
1.5748031496063	43.503937007874	54.9212598425197	Acy3	7745
19.3897637795276	25.6889763779528	54.9212598425197	Peg13	7746
4.82283464566929	40.255905511811	54.9212598425197	Vipr2	7747
13.0212765957447	32.0851063829787	54.8936170212766	Atp9b	7748
42.6680244399185	2.44399185336049	54.887983706721	Zfp341	7749
9.7716894977169	35.3424657534247	54.8858447488584	Scarb1	7750
4.91474423269809	40.2206619859579	54.864593781344	Tmbim6	7751
18.9307624890447	26.205083260298	54.8641542506573	Gps1	7752
3.53413654618474	41.6064257028112	54.859437751004	Ccdc77	7753
7.25720384204909	37.8868729989328	54.8559231590181	Tbc1d24	7754
29.6610169491525	15.4963680387409	54.8426150121065	Adamts17	7755
7.93374019180471	37.2275501307759	54.8387096774194	F13a1	7756
20.5523964256702	24.6141348497157	54.8334687246141	Ythdf3	7757
39.8109243697479	5.35714285714286	54.8319327731092	Insr	7758
0	45.1827242524917	54.8172757475083	Dennd1b	7759
45.1874366767984	0	54.8125633232016	Siglec15	7760
3.45945945945946	41.7297297297297	54.8108108108108	Actn2	7761
12.9744042365402	32.2153574580759	54.8102383053839	Zcchc17	7762
3.81511371973588	41.3793103448276	54.8055759354365	Tle2	7763
0.711743772241993	44.4839857651246	54.8042704626335	Rgs19	7764
0	45.1963241436926	54.8036758563074	Cast	7765
11.9071644803229	33.2996972754793	54.7931382441978	Trim37	7766
13.5493372606775	31.6642120765832	54.7864506627393	Brd2	7767
6.03644646924829	39.1799544419134	54.7835990888383	Aak1	7768
33.9960238568588	11.2326043737575	54.7713717693837	Nup133	7769
24.7980613893376	20.4361873990307	54.7657512116317	Cftr	7770
11.6883116883117	33.5497835497835	54.7619047619048	Actl6a	7771
27.2489082969432	17.9912663755459	54.7598253275109	Ndufa7	7772
0	45.2446906740536	54.7553093259464	Fth1	7773
6.82036503362152	38.4245917387128	54.7550432276657	Pex11a	7774
33.3333333333333	11.9122257053292	54.7544409613375	Cand1	7775
1.41969831410825	43.8331854480923	54.7471162377995	Gps2	7776
2.13204951856946	43.1224209078404	54.7455295735901	Plac8	7777
18.5814185814186	26.6733266733267	54.7452547452547	Stx4a	7778
28.6467486818981	16.6080843585237	54.7451669595782	Shkbp1	7779
10.0806451612903	35.1814516129032	54.7379032258065	Ifitm3	7780
24	21.2631578947368	54.7368421052632	Cct3	7781
15.0887573964497	30.1775147928994	54.7337278106509	Eml3	7782
39.2689784442362	5.99812558575445	54.7328959700094	Trim69	7783
24.6024321796071	20.6735266604303	54.7240411599626	Thop1	7784
26.431718061674	18.8546255506608	54.7136563876652	Extl1	7785
18.1352459016393	27.1516393442623	54.7131147540984	2310040G24Rik	7786
29.1346153846154	16.1538461538462	54.7115384615385	A830080D01Rik	7787
0	45.2946350043975	54.7053649956025	E2f2	7788
27.906976744186	17.3913043478261	54.7017189079879	Iah1	7789
12.6815101645692	32.6234269119071	54.6950629235237	9330182L06Rik	7790
9.13006029285099	36.1757105943152	54.6942291128338	P2rx7	7791
13.9720558882236	31.3373253493014	54.6906187624751	Slc39a6	7792
27.2458045409674	18.0651530108588	54.6890424481737	Pcbp2	7793
20.533070088845	24.7778874629812	54.6890424481737	Trip10	7794
35.7677902621723	9.55056179775281	54.6816479400749	Mrpl39	7795
0	45.3189726594863	54.6810273405137	Traf1	7796
0	45.3216374269006	54.6783625730994	Cdc14a	7797
14.8717948717949	30.4615384615385	54.6666666666667	A930006K02Rik	7798
1.743679163034	43.59197907585	54.664341761116	Idh2	7799
8.53189853958493	36.8178324365872	54.6502690238278	Gatc	7800
2.01567749160134	43.3370660694289	54.6472564389698	Pld1	7801
11.384335154827	33.9708561020037	54.6448087431694	Zfp512	7802
0	45.3584905660377	54.6415094339623	Acot1	7803
29.7348484848485	15.625	54.6401515151515	Slfn5	7804
7.52984389348026	37.8328741965106	54.6372819100092	Ica1	7805
45.3744493392071	0	54.625550660793	Bop1	7806
7.94341675734494	37.4319912948857	54.6245919477693	Plekha7	7807
7.78120184899846	37.5963020030817	54.6224961479199	Nek3	7808
31.6123188405797	13.768115942029	54.6195652173913	Kif24	7809
32.5301204819277	12.85140562249	54.6184738955823	Gpr82	7810
11.130284728214	34.2536669542709	54.6160483175151	Slc24a1	7811
18.6924493554328	26.7034990791897	54.6040515653775	Rsl24d1	7812
24.4	21	54.6	Cct6a	7813
42.3679060665362	3.03326810176125	54.5988258317025	Micu2	7814
40.8553230209281	4.54959053685168	54.5950864422202	Epx	7815
16.3054695562436	29.1021671826625	54.5923632610939	Lpar2	7816
1.04166666666667	44.375	54.5833333333333	Vwa7	7817
13.2663316582915	32.1608040201005	54.572864321608	B3gat3	7818
8.10344827586207	37.3275862068965	54.5689655172414	Srpk2	7819
45.4361054766734	0	54.5638945233266	Ppp1r13b	7820
11.0323886639676	34.412955465587	54.5546558704453	Nucb2	7821
5.53990610328638	39.906103286385	54.5539906103286	Prkacb	7822
0	45.4468085106383	54.5531914893617	Cd9	7823
44.7230929989551	0.731452455590387	54.5454545454546	D3Ertd751e	7824
20.0204290091931	25.4341164453524	54.5454545454545	Cul7	7825
27.8592375366569	17.5953079178886	54.5454545454545	Snx13	7826
27.3170731707317	18.1463414634146	54.5365853658537	Slc18a1	7827
20.2066590126292	25.2583237657865	54.5350172215844	2310075C17Rik	7828
39.2100192678227	6.26204238921002	54.5279383429673	Smg8	7829
